개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세업무구분명,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3010000,301000004620180003,2018-05-02,,폐업,,,,,0,,04598,(주)코리아팩토리,I,L00,2026-01-13 18:18:02,"서울특별시 중구 동호로**길 **, 전진빌딩 *층 (신당동)",,폐업,0002,03,0222567112,200743.604803356    ,450138.549769796    ,서울특별시 중구 신당동 ***-* 전진빌딩 ,2022-04-28 18:11:02
3010000,301000004620160001,2018-05-31,,취소/말소/만료/정지/중지,,,,,0,,04575,이그조틱코리아,I,000,2026-01-13 18:18:02,"서울특별시 중구 퇴계로 ***, *층 ***호 (황학동, 황학 아크로타워)",,말소,0004,04,,,,서울특별시 중구 황학동 ,2022-04-28 18:11:02
3020000,302000004620130001,2013-01-18,,폐업,2016-05-31,,,,0,,04348,한남동강아지,I,L00,2026-01-13 18:16:32,서울특별시 용산구 이태원로**길 ** (한남동),,폐업,0002,03,,199780.996106991    ,448255.65839672     ,서울특별시 용산구 한남동 ***-* ,2022-04-28 18:10:59
3020000,302000004620250001,2025-02-03,,영업/정상,,,,,0,,04359,프리제(frise),I,000,2026-01-13 18:16:32,"서울특별시 용산구 원효로 **, 상훈빌딩 (청암동)",,정상,0000,01,,195385.366085745    ,448052.919062111    ,서울특별시 용산구 청암동 **-* 상훈빌딩 ,2025-02-03 10:56:59
3020000,302000004620140001,2014-02-14,,폐업,2018-06-01,,,,0,,04391,우쭈쭈,I,000,2026-01-13 18:16:32,"서울특별시 용산구 이태원로**길 **-*, *층 (이태원동)",,폐업,0002,03,62127411,199396.732140732    ,447874.334199952    ,서울특별시 용산구 이태원동 ***-** *층 ,2022-04-28 18:10:59
3050000,305000004620200007,2020-04-27,,폐업,2024-06-30,,,,0,,02607,굿피트,I,000,2026-01-13 18:11:33,서울특별시 동대문구 답십리로 *** (답십리동),,폐업,0002,03,,205258.911999431    ,452267.221277907    ,서울특별시 동대문구 답십리동 **-** ,2026-01-07 14:39:52
3050000,305000004620150003,2015-08-19,,폐업,2020-05-15,,,,0,,02607,포캣츄,I,000,2026-01-13 18:11:33,서울특별시 동대문구 답십리로 *** (답십리동),,폐업,0002,03,,,,,2022-04-28 18:10:49
3050000,305000004620170002,2017-04-04,,폐업,2019-02-02,,,,0,,02625,나도그냥(ts),I,000,2026-01-13 18:11:33,서울특별시 동대문구 한천로**길 **-* (장안동),,폐업,0002,03,0233948283,205952.506670626    ,451814.915620366    ,서울특별시 동대문구 장안동 ***-* ,2022-04-28 18:10:49
3060000,306000004620220006,2022-08-05,,폐업,2023-03-29,,,,0,,02047,눈이부시개,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 동일로***길 **, *층 (중화동)",,폐업,0002,03,024957942,206993.031979321    ,455790.278886248    ,서울특별시 중랑구 중화동 ***-** ,2023-03-29 15:54:09
3060000,306000004620220005,2022-02-28,,폐업,2022-12-28,,,,0,,02177,해피 캣,I,F00,2026-01-13 18:18:33,"서울특별시 중랑구 망우로**길 *, *층 (망우동)",,폐업,0002,03,,208990.13084991     ,455274.127131124    ,서울특별시 중랑구 망우동 ***-** ,2023-01-05 16:43:06
3060000,306000004620220001,2022-01-04,,폐업,2025-04-02,,,,0,,02137,드림독,I,000,2026-01-13 18:18:33,서울특별시 중랑구 면목로**길 **(상봉동),,폐업,0002,03,024350279,207297.39805298     ,454648.366596516    ,서울특별시 중랑구 상봉동 ***-** ,2025-04-02 17:21:39
3060000,306000004620200004,2020-07-20,,폐업,2025-01-17,,,,0,,02050,펫스토어1004,I,000,2026-01-13 18:18:33,"서울특별시 중랑구 동일로***길 **, *층 (중화동)",,폐업,0002,03,,206977.524227156    ,455758.37954118     ,서울특별시 중랑구 중화동 ***-** ,2025-01-17 14:48:46
3060000,306000004620190002,2019-01-22,,폐업,2020-01-23,,,,0,,02161,굿피트,I,000,2026-01-13 18:18:33,서울특별시 중랑구 면목로**길 * (면목동),,폐업,0002,03,,207715.42283321     ,454168.625065279    ,서울특별시 중랑구 면목동 **-** ,2022-04-28 18:11:07
3070000,307000004620210001,2021-01-08,,취소/말소/만료/정지/중지,,,,,0,,02845,굿피트,I,000,2026-01-13 18:14:33,"서울특별시 성북구 동소문로 ***, 플라망스타워 (동선동*가)",,행정처분,0003,04,,201536.883548815    ,454556.210968626    ,서울특별시 성북구 동선동*가 ***-* 플라망스타워 ,2022-04-28 18:10:56
3070000,307000004620190010,2019-04-15,,폐업,2024-07-16,,,,0,,02845,호펫 강아지 고양이 성신여대본점,I,000,2026-01-13 18:14:33,"서울특별시 성북구 동소문로**다길 **, 동선*동새마을금고 *층 (동선동*가)",,폐업,0002,03,,,,서울특별시 성북구 동선동*가 *** 동선*동새마을금고 ,2024-07-16 16:59:55
3110000,311000004620140008,2014-11-27,,영업/정상,,,,,0,,03505,디지탈디자인(INTERZOO),I,000,2026-01-13 18:17:03,"서울특별시 은평구 수색로 ***-*, ***호 (수색동)",,정상,0000,01,023088494,191040.327177392    ,452926.321686795    ,서울특별시 은평구 수색동 **-** ***호,2022-04-28 18:11:02
3110000,311000004620240001,2024-03-07,,영업/정상,,,,,0,,03370,Marilovelle,I,000,2026-01-13 18:17:03,서울특별시 은평구 통일로**길 **-* (녹번동),,정상,0000,01,,194109.446430035    ,456064.931550049    ,서울특별시 은평구 녹번동 *-* ,2024-03-07 17:38:41
3110000,311000004620180073,2018-11-14,,취소/말소/만료/정지/중지,2025-03-07,,,,0,,03382,도무스 펫샵,I,000,2026-01-13 18:17:03,"서울특별시 은평구 통일로 ***, *층 (녹번동)",,말소,0004,04,,194021.217110427    ,456037.784727081    ,서울특별시 은평구 녹번동 **-* *층 ,2025-03-07 16:54:47
3120000,312000004620200004,2020-03-10,,영업/정상,,,,,0,,03646,주식회사 코리아팩토리,I,L00,2026-01-13 18:13:02,"서울특별시 서대문구 모래내로 ***, *층 (홍제동)",,정상,0000,01,0222567112,195137.943672529    ,453720.74748154     ,서울특별시 서대문구 홍제동 ***-** ,2022-04-28 18:10:56
3120000,312000004620240001,2024-03-21,,폐업,2025-09-01,,,,0,,03693,파충류샵 렙타일스테이션,I,000,2026-01-13 18:13:02,"서울특별시 서대문구 가재울로*길 **, ***호 (남가좌동, 주원베르빌)",,폐업,0002,03,07086913408,193207.356189171    ,452572.304022955    ,서울특별시 서대문구 남가좌동 ***-** 주원베르빌 ***호,2025-09-02 17:49:14
3140000,314000004620240001,2024-03-15,,영업/정상,,,,,0,,08082,(주)요미스토리(요미독 강아지분양 요미캣 고양이분양 목동점),I,L00,2026-01-13 18:15:33,"서울특별시 양천구 신월로 ***, *층 (신정동)",,정상,0000,01,0263971566,187241.641102914    ,446575.501620137    ,서울특별시 양천구 신정동 ****-* ,2024-03-15 10:51:36
3140000,314000004620250001,2025-02-18,,영업/정상,,,,,0,,08091,캣에어,I,000,2026-01-13 18:15:33,"서울특별시 양천구 중앙로 ***, *층 (신정동)",,정상,0000,01,,187097.046111227    ,446034.000210091    ,서울특별시 양천구 신정동 ****-** ,2025-02-18 07:27:31
3150000,315000004620210007,2021-03-29,,폐업,2023-05-25,,,,0,,07786,카카오독,I,000,2026-01-13 18:08:04,"서울특별시 강서구 곰달래로**길 **, 지층 (화곡동)",,폐업,0002,03,,187849.043238683    ,447626.063824791    ,서울특별시 강서구 화곡동 ***-** ,2023-12-30 15:55:57
3170000,317000004620190007,2019-09-19,,폐업,2022-06-13,,,,0,,08529,수아쿠아,I,000,2026-01-13 18:10:02,"서울특별시 금천구 남부순환로***길 **, 지하층 (가산동)",,폐업,0002,03,,190513.762655341    ,441684.566288728    ,서울특별시 금천구 가산동 ***-** 지하층 ,2022-06-14 09:12:47
3170000,317000004620240001,2024-08-01,,영업/정상,,,,,0,,08531,에픽컴퍼니,I,000,2026-01-13 18:10:02,"서울특별시 금천구 시흥대로 ***, 지하*층 (독산동)",,정상,0000,01,,190912.875772578    ,441402.284094273    ,서울특별시 금천구 독산동 ***-* ,2024-08-01 13:38:10
3180000,318000004620200005,2020-05-19,,폐업,2024-07-09,,,,0,,07301,베이비몽,I,L00,2026-01-13 18:16:03,서울특별시 영등포구 영중로 ** (영등포동*가),,폐업,0002,03,0261800986,191564.119632973    ,446251.574337289    ,서울특별시 영등포구 영등포동*가 **-* ,2024-07-10 09:02:27
3200000,320000004620180009,2018-05-04,,폐업,2018-12-11,,,,0,,08754,올독코리아,I,L00,2026-01-13 18:08:33,"서울특별시 관악구 남부순환로 ****, *층 (신림동)",,폐업,0002,03,028710170,193764.761470624    ,442488.438980658    ,서울특별시 관악구 신림동 ****-** *층 ,2022-04-28 18:10:45
3200000,320000004620220003,2022-02-07,,폐업,2023-08-29,,,,0,,08771,HY DOG &amp; CAT,I,000,2026-01-13 18:08:33,"서울특별시 관악구 난곡로 ***-*, *층 (신림동)",,폐업,0002,03,,192385.909059469    ,441927.092401282    ,서울특별시 관악구 신림동 ****-** ,2023-08-29 17:33:41
3210000,321000004620230001,2023-10-18,,영업/정상,,,,,0,,06781,프리제(frise),I,000,2026-01-13 18:13:33,"서울특별시 서초구 논현로**길 **, 두손빌라 *층 ***호 (양재동)",,정상,0000,01,,204089.805          ,441233.840000001    ,서울특별시 서초구 양재동 ***-* 두손빌라 ,2023-10-18 17:24:01
3210000,321000004620160005,2016-06-09,,폐업,2020-05-01,,,,0,,06677,캣틀리에,I,L00,2026-01-13 18:13:33,"서울특별시 서초구 방배천로**길 *, *층 (방배동)",,폐업,0002,03,,198424.78286692     ,442209.553028789    ,서울특별시 서초구 방배동 ***-* *층 ,2022-04-28 18:10:53
3220000,322000004620250001,2025-12-02,,영업/정상,,,,,0,,06030,강남고양이분양 스타돌스,I,000,2026-01-13 18:06:36,"서울특별시 강남구 압구정로**길 **, ***호 (신사동)",,정상,0000,01,,202389.551642307    ,446966.801695763    ,서울특별시 강남구 신사동 ***-* ,2025-12-02 13:20:42
3220000,322000004620240001,2024-03-25,,영업/정상,,,,,0,,06143,요미스토리,I,L00,2026-01-13 18:06:36,"서울특별시 강남구 언주로***길 **, *층 (역삼동)",,정상,0000,01,,203522.984801153    ,445151.324354344    ,서울특별시 강남구 역삼동 ***-* ,2024-12-30 13:47:33
3220000,322000004620210011,2021-03-24,,영업/정상,,,,,0,,06038,썸퍼피,I,000,2026-01-13 18:06:36,서울특별시 강남구 도산대로*길 ** (논현동),,정상,0000,01,07075435283,201902.544834285    ,445908.980404894    ,서울특별시 강남구 논현동 **-** ,2022-04-28 18:10:46
3220000,322000004620210031,2021-09-08,,폐업,2022-10-24,,,,0,,06012,algok kennel(알곡켄넬),I,000,2026-01-13 18:06:36,"서울특별시 강남구 도산대로**길 **, *층 (청담동, 성영파크빌라)",,폐업,0002,03,,204287.987978942    ,447046.731702046    ,서울특별시 강남구 청담동 ***-* 성영파크빌라 ,2022-10-24 17:07:12
3220000,322000004620200037,2020-11-04,,폐업,2021-03-22,,,,0,,06038,골드독,I,000,2026-01-13 18:06:36,"서울특별시 강남구 도산대로*길 **, *층 (논현동)",,폐업,0002,03,07075435283,201902.544834285    ,445908.980404894    ,서울특별시 강남구 논현동 **-** ,2022-04-28 18:10:45
3220000,322000004620200026,2020-08-10,,폐업,2023-03-07,,,,0,,06015,퍼피랩 익스클루시브,I,000,2026-01-13 18:06:36,서울특별시 강남구 도산대로**길 ** (청담동),,폐업,0002,03,025406030,203939.211125099    ,447055.035820926    ,서울특별시 강남구 청담동 **-* ,2023-03-07 15:37:32
3220000,322000004620110003,2011-03-28,,폐업,,,,,,,,이리온(청담점),I,L00,2026-01-13 18:06:36,서울특별시 강남구 도산대로 *** (청담동),,폐업,0002,03,15776125,,,서울특별시 강남구 청담동 ** ,2022-04-28 18:10:38
3220000,322000004620100008,2010-06-24,,폐업,2012-05-16,,,,,,,퍼펫,I,000,2026-01-13 18:06:36,"서울특별시 강남구 논현로***길 ** (신사동,*층)",,폐업,0002,03,025022589,202327.58505462     ,446434.346093533    ,서울특별시 강남구 신사동 ***-** *층 ,2022-04-28 18:10:38
3230000,323000004620190040,2019-05-27,,폐업,2022-02-22,,,,0,,05559,펫츠메이트,I,000,2026-01-13 18:15:05,서울특별시 송파구 백제고분로*길 ** (잠실동),,폐업,0002,03,,207440.918247307    ,445340.044133273    ,서울특별시 송파구 잠실동 ***-* ,2022-04-28 18:11:08
3230000,323000004620190036,2019-04-25,,폐업,2022-02-22,,,,0,,05559,펫프랜드,I,000,2026-01-13 18:15:05,"서울특별시 송파구 백제고분로*길 **, *층 (잠실동)",,폐업,0002,03,,207440.918247307    ,445340.044133273    ,서울특별시 송파구 잠실동 ***-* ,2022-04-28 18:11:08
3230000,323000004620250001,2025-06-23,,영업/정상,,,,,0,,05520,도레미캣,I,000,2026-01-13 18:15:05,"서울특별시 송파구 올림픽로 ***-*, *층 (풍납동)",,정상,0000,01,,,,서울특별시 송파구 풍납동 *** ,2025-06-23 16:41:17
3230000,323000004620220014,2022-03-30,,영업/정상,,,,,0,,05837,아르떼퍼피,I,000,2026-01-13 18:15:05,"서울특별시 송파구 송파대로 ***, ***동 ***호 (문정동, 파크하비오)",,정상,0000,01,,,,서울특별시 송파구 문정동 *** 파크하비오 ,2022-04-28 18:11:10
3230000,323000004620210025,2021-08-02,,폐업,2025-12-30,,,,0,,05640,SHIBASLUV,I,000,2026-01-13 18:15:05,"서울특별시 송파구 마천로 *, ***동 *층 ***호 (방이동, 보람파크빌리지)",,폐업,0002,03,,210704.00864061     ,445377.205447926    ,서울특별시 송파구 방이동 ***-* 보람파크빌리지 ,2025-12-31 09:34:33
3230000,323000004620240001,2024-04-18,,영업/정상,,,,,0,,05625,PET WAVE,I,L00,2026-01-13 18:15:05,서울특별시 송파구 송파대로 *** (송파동),,정상,0000,01,0215511515,209317.012187704    ,444964.289630833    ,서울특별시 송파구 송파동 **-* ,2024-05-21 15:13:34
3240000,324000004620220001,2022-09-01,,폐업,2023-08-11,,,,0,,05404,PUPPYSEVEN,I,000,2026-01-13 18:07:04,"서울특별시 강동구 양재대로**길 **, ***호 (성내동, 파크프라자)",,폐업,0002,03,,211838.35431041     ,447195.676766748    ,서울특별시 강동구 성내동 ***-* 파크프라자 ,2023-08-16 14:03:06
3240000,324000004620200008,2020-04-06,,폐업,2022-03-14,,,,0,,05389,코오롱애견,I,000,2026-01-13 18:07:04,"서울특별시 강동구 성안로 ***, ***호 (성내동)",,폐업,0002,03,024852248,211682.011235164    ,447860.756103029    ,서울특별시 강동구 성내동 ***-** ***호,2022-04-28 18:10:44
3290000,329000004620240001,2024-01-18,,폐업,2025-08-18,,,,0,,47230,아델스 퍼피,I,000,2026-01-13 18:01:34,부산광역시 부산진구 양지로 ** (양정동),,폐업,0002,03,0515014444,388560.454325119    ,187365.123828885    ,부산광역시 부산진구 양정동 ***-*** ,2025-08-18 11:32:01
3290000,329000004620220010,2022-05-19,,영업/정상,,,,,0,,47120,부산애견호텔 강아지유치원 펫퍼센트&코모네하우스,I,000,2026-01-13 18:01:34,"부산광역시 부산진구 동평로 ***, *층 (연지동)",,정상,0000,01,,387541.285361226    ,187844.929844545    ,부산광역시 부산진구 연지동 **-** ,2023-12-27 10:32:50
3290000,329000004620220009,2022-04-05,,폐업,2024-01-15,,,,0,,47230,퍼피그랑,I,000,2026-01-13 18:01:34,부산광역시 부산진구 양지로 **(양정동),,폐업,0002,03,,388560.454325119    ,187365.123828885    ,부산광역시 부산진구 양정동 ***-*** ,2024-01-15 15:21:42
3290000,329000004620190011,2019-09-30,,폐업,2022-05-31,,,,0,,47139,T-Labs(티랩스),I,000,2026-01-13 18:01:34,"부산광역시 부산진구 동평로***번길 **, *층 (부암동)",,폐업,0002,03,,386096.608503502    ,187213.37531456     ,부산광역시 부산진구 부암동 ***-** ,2022-05-31 11:20:24
3300000,330000004620180019,2018-10-01,,폐업,2023-11-23,,,,0,,47900,스파리버,I,000,2026-01-13 18:01:03,"부산광역시 동래구 온천천로***번가길 **-*, *층 (안락동)",,폐업,0002,03,,,,부산광역시 동래구 안락동 ***-** ,2023-11-23 11:37:32
3300000,330000004620180028,2018-10-08,,폐업,2020-01-09,,,,0,,47720,With Cat,I,000,2026-01-13 18:01:03,"부산광역시 동래구 금강로 *, 삼일빌딩 (온천동)",,폐업,0002,03,,388601.999873618    ,192333.324757759    ,부산광역시 동래구 온천동 ***-** 삼일빌딩 ,2022-04-28 18:10:35
3300000,330000004620180040,2018-11-01,,폐업,2020-01-09,,,,0,,47720,With Cat,I,000,2026-01-13 18:01:03,"부산광역시 동래구 금강로 *, 삼일빌딩 (온천동)",,폐업,0002,03,,388601.999873618    ,192333.324757759    ,부산광역시 동래구 온천동 ***-** 삼일빌딩 ,2022-04-28 18:10:36
3310000,331000004620200016,2020-12-28,,영업/정상,,,,,0,,48498,아미고펫,I,000,2026-01-13 18:00:03,"부산광역시 남구 용소로*번길 **, *층 (대연동)",,정상,0000,01,0516124645,391187.398325181    ,183851.137377281    ,부산광역시 남구 대연동 **-** ,2022-04-28 18:10:30
3310000,331000004620180021,2018-09-03,,영업/정상,,,,,0,,48555,부산뱅갈하우스,I,000,2026-01-13 18:00:03,"부산광역시 남구 우암로*번길 *, 상가 **동 ***호 (감만동, 감만 현대*차아파트)",,정상,0000,01,,389850.34368594     ,181186.374217411    ,부산광역시 남구 감만동 ***-* 감만 현대*차아파트 ,2022-04-28 18:10:28
3310000,331000004620200013,2020-11-06,,폐업,2024-06-07,,,,0,,48429,츄츄독,I,000,2026-01-13 18:00:03,부산광역시 남구 진남로**번길 ** (대연동),,폐업,0002,03,,390247.902345324    ,184468.379080671    ,부산광역시 남구 대연동 ****-* ,2024-06-07 16:36:43
3330000,333000004620230001,2023-08-29,,영업/정상,,,,,0,,48059,부산강아지분양 알프펫,I,000,2026-01-13 18:06:04,"부산광역시 해운대구 센텀*로 **, 센텀큐 ***호 (우동)",,정상,0000,01,,,,부산광역시 해운대구 우동 **** 센텀큐 ,2024-11-22 17:05:43
3330000,333000004620200014,2020-05-01,,영업/정상,,,,,0,,48073,시바스럽,I,000,2026-01-13 18:06:04,"부산광역시 해운대구 해운대로 ****, *층 (송정동)",,정상,0000,01,,400333.736792439    ,189168.358950459    ,부산광역시 해운대구 송정동 ***-* ,2022-04-28 18:10:43
3330000,333000004620180038,2018-08-28,,영업/정상,,,,,0,,48096,펫코스(Pet-cose),I,000,2026-01-13 18:06:04,"부산광역시 해운대구 해운대해변로***번길 **, *층 (중동)",,정상,0000,01,0517102002,397433.661872297    ,187207.142025576    ,부산광역시 해운대구 중동 ****-* ,2022-04-28 18:10:41
3330000,333000004620210002,2021-01-15,,폐업,2022-03-03,,,,0,,48092,b.b pet,I,000,2026-01-13 18:06:04,"부산광역시 해운대구 마린시티*로 ***, *동 ***호 (우동, 현대카멜리아)",,폐업,0002,03,,,,부산광역시 해운대구 우동 **** 현대카멜리아 ,2022-04-28 18:10:44
3330000,333000004620260001,2026-01-13,,영업/정상,,,,,0,,48059,메종 드 네코 센텀본점,I,000,2026-01-14 22:02:50,"부산광역시 해운대구 센텀동로 **, 센텀필* ***호 (재송동)",,정상,0000,01,,,,부산광역시 해운대구 재송동 **** 센텀필* ***호,2026-01-13 14:24:22
3350000,335000004620240002,2024-10-11,,영업/정상,,,,,0,,46233,위드캣,I,000,2026-01-13 17:59:02,"부산광역시 금정구 중앙대로****번길 **, *층 (구서동)",,정상,0000,01,,390198.214339412    ,196890.872797093    ,부산광역시 금정구 구서동 ***-* ,2024-10-11 14:54:49
3350000,335000004620240001,2024-09-03,,영업/정상,,,,,0,,46291,고양이카페 랙돌,I,000,2026-01-13 17:59:02,"부산광역시 금정구 금정로**번길 **, *층 (장전동)",,정상,0000,01,,390012.040961868    ,194264.543421566    ,부산광역시 금정구 장전동 ***-*** ,2025-08-11 08:33:10
3380000,338000004620220001,2022-06-16,,폐업,2025-08-22,,,,0,,48281,도그메종,I,000,2026-01-13 18:04:03,"부산광역시 수영구 광안해변로***번길 **, 상가동 ***호 (민락동, e편한세상 오션테라스 *단지)",,폐업,0002,03,,,,부산광역시 수영구 민락동 *** e편한세상 오션테라스 *단지 ,2025-08-22 17:20:12
3380000,338000004620230002,2023-06-07,,영업/정상,,,,,0,,48207,꼬똥몽드,I,L00,2026-01-13 18:04:03,부산광역시 수영구 연수로***번길 * (망미동),,정상,0000,01,,391194.979539941    ,188063.10585428     ,부산광역시 수영구 망미동 ***-* ,2023-06-29 10:56:47
3380000,338000004620230001,2023-06-07,,영업/정상,,,,,0,,48207,WPK(더블유피케이),I,000,2026-01-13 18:04:03,부산광역시 수영구 연수로***번길 * (망미동),,정상,0000,01,,391194.979539941    ,188063.10585428     ,부산광역시 수영구 망미동 ***-* ,2023-06-29 10:41:28
3380000,338000004620240001,2024-11-06,,영업/정상,,,,,0,,48316,고양이분양 주식회사 제나캣,I,L00,2026-01-13 18:04:03,"부산광역시 수영구 수영로 ***-*, *층 (남천동)",,정상,0000,01,,392056.806623363    ,184646.206638513    ,부산광역시 수영구 남천동 **-** ,2024-11-06 09:46:22
3390000,339000004620250001,2025-02-04,,영업/정상,,,,,0,,46954,고양이분양제나캣사상점,I,000,2026-01-13 18:02:32,"부산광역시 사상구 사상로 ***-*, *층 (덕포동)",,정상,0000,01,,380574.472632339    ,187461.824655386    ,부산광역시 사상구 덕포동 ***-** ,2025-02-04 10:56:35
3390000,339000004620200003,2020-09-24,,영업/정상,,,,,0,,46982,스몰펫하우스,I,000,2026-01-13 18:02:32,"부산광역시 사상구 사상로 ***, *층 (감전동)",,정상,0000,01,,381241.329060606    ,185963.393187832    ,부산광역시 사상구 감전동 ***-* ,2022-04-28 18:10:32
3400000,340000004620160007,2016-11-24,,폐업,2022-05-18,,,,0,,46081,멕시멈켄넬,I,000,2026-01-13 17:59:33,부산광역시 기장군 기장읍 기장대로 **,,폐업,0002,03,,400882.654771068    ,191693.901898952    ,부산광역시 기장군 기장읍 내리 ***-* ,2022-05-18 10:26:35
